,Job Title,Company Job Title,Company Link,Company Name,Company Location
10,Data Science,Data Engineer Intern,https://in.indeed.com/company/Gravity-AI/jobs/Data-Engineer-40f5cf246b992479?fccid=b5d7ec129d6dead9&vjs=3,,Remote
11,Data Science,Data Analyst Intern,"https://in.indeed.com/company/Magus-Infotech-India-Pvt.-Ltd.,/jobs/Data-Analyst-9b6918ba8f30c6ec?fccid=5789d25e3a0b5581&vjs=3",,"Navi Mumbai, Maharashtra"
12,Data Science,Data Scientist,https://in.indeed.com/company/Showtime-Consulting/jobs/Data-Scientist-030be449031a5566?fccid=dd245ee930ecbc52&vjs=3,,"Hyderabad, Telangana"
13,Data Science,Data Science Trainee,https://in.indeed.com/company/AS-Global-Solutions/jobs/Data-Scientist-1292aeab19ae6213?fccid=09c2fa3ebfa8fc12&vjs=3,,"Hyderabad, Telangana"
14,Data Science,Data Science Intern,https://in.indeed.com/rc/clk?jk=3d05dd5d02183025&fccid=f126c0eccc0e9a22&vjs=3,,India
15,HR,HR Executive,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CqvBqdfaEwhuVh3A50WqLEg67AAib4Gll2Fe4hPYrJQHb6qBQDxzh7Lcve9FkL27V7rfYE30OsskysFzqyV7EgzjyOPppm27OvWh5bcU4JUqq2P3DJtXAlLpYFZCxILy1d4cyS88AY6CXcxGk1BccotAexiJp-EybSHqyC_WsbJ0PIAQgZ_inffB4bhy0CzH9cFQDCMZostQxopVcN1f1RgcpJc9VaIUxbTHQ_DR-IU_9QoCEMsnTyWIfra5WebyGumk3GuvE9EihnSIHl7lXGU-axsHWxrQCCaWJGWyv6G_9sYVtryPPelOOM1Ugki4GxkS5lU_14dakWGW_Ar-UEyfuzFpzoLPK8LMBfuENDivxTK_OK_bC7Ut1nD1s-XMW6b9vmIjKCUY9eWm4f4vtDZELPbKggRmeYTEIp1LCTQXuLvSjbrsBxiZnpVGybYSD-w-fpjtm751Hr1s03IRxCAEdA0-Zc5JKVsn5ZS9vnzV6eYFM2cK2V&xkcb=SoC0-_M3QCnM6EAHvb0JbzkdCdPP&p=0&fvj=1&vjs=3,,"Jaunpur, Uttar Pradesh"
16,HR,HR Manager,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DqvJLlm46F64nJ7VtJnotuMCNBfgb0f2LchFlJCkI4_-56WlOXYImfQ1IvNRcPp4h7SlD7dOmf5oBrQGs95ZRDtHW5nY_p0AYJ1V1raBwJqkFjq7Yk_GKy_q98PDdQ7u9YRO3L148zdbxM243aPGsePyMefGz2_dskDDMP-HOwD65uBNPjDeeQjGWZ2iQJQimA3ek7sL-9yVFWqqdLaCigtqIzmy6Jm5pYwZOaNj4yInRF06u_4-ID1hdEPgtrkkyiEzGFT3DImOubjlv2b9ngotdEPPrI8j62PCN8gVSWDOo-9m_vgRHf-hzR8rQIYeTepTaJBIwToFRIuNXqDKTTnss1H2-hbA00cF7hIg4juNScRniAuz_89GlHTSfBHMOK4vnEEJHkiktSpKvpqOpDk_R-xoutunT5NcCfx1wtZnpZM7PaiDTRKM_iUl2agr1KtpCyux054bOXcD-E35_ub213myhPAiOeVYQG5V5TPNopMT4n22ym&xkcb=SoAA-_M3QCnM6EAHvb0IbzkdCdPP&p=1&fvj=1&vjs=3,,"Chandigarh, Chandigarh"
17,HR,HR EXCUTIVE,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BCWMeSs15DsQseJ8tPlASFBWjrYIO1l7DEmDPp-C36GqXA27p9JbnXCXMt8Kva6WKg4fB2djNbqBu4_whq_e8glPcJpvNtt2NobUMQG7CUhBWZXKTtaFkD9EKoI7iZy0EZwr_4yap2aGtxtl8BhA9mGoLgbWYltIg8tky5tqGWsQkAOFAEZ8NT9BxSux6OdByGroNOp3Al5HtuNgd5iBCGZjkPHo3_DJM_7Kf5TyvHoBVBFTA_mQp8zA837x1ovhjye34EZ1rYsv14DUsj7oTMVnq6J5fLbaCRkm5h8zrzZvVikVe_mOhLQkUW5jsf83bZKt69mzY3RPzy8oucMJdeI5xj-K9w1zsNVnFH5butQn73k169fz6ibQQh0D8CqznU4T_5e9V0y60I6jUKEqoZiAjcprmrhCzvSkWe9aOaBzApWVlMa0ZoJHFoxz_i05J6LhnHKwheTtt40yxLixOo_T7k74dwAWtei6WdAo5727qv7YUIqapu&xkcb=SoCO-_M3QCnM6EAHvb0PbzkdCdPP&p=2&fvj=1&vjs=3,,"Delhi, Delhi"
18,HR,HR Operations Executive,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DgfcMA3hh2ojPW5MnXVgyCZy7VGxdhr9aXE33zuflXIGnhKAwMUg1NIrv0XENnSDGc9-pepqkl_MnbTkSpeaK6lI_ps9aO3XVgSio4T1S40r7l17KxPT5XRAu0xDJ8I55Iw9DORhoBRwFa8Jc8gOhio0r6IvNgditem4Z-KcDcsY8ebJyYFQKoP05X667DlckhlpFktuUijzwvNLWUo1B_Vut5EHNNRgssaqfGpjaTGtfFbrxBQPjJE9YekwXcQxNLmqySlO7TZjUCVEkKLqYeWlaeNAhTycts2DU8kB5mrcael8EEd7OOgJdy0bZCRbzC3OpgIKP3AwAqv-uBdoiYv0rP9_rbqpFdq-a13RYMDSyebBfHnn9xLIPyqAFjYaZeMgshwSY-X_zToi_7oeHfsdFv2YvesD-FqID2z1KmwpydsO7jzb1GTG1HRLOOEYFtc9y5yo-nE8H41cyPomQEW7584obpqDpYuTXUDokA2pT381oJNtnbMN21kQ6YNBU=&xkcb=SoDY-_M3QCnM6EgHvb0LbzkdCdPP&p=3&fvj=1&vjs=3,,"Thane, Maharashtra"
19,HR,HR Manager,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DOvpu5m7A9tWMCFwQmU4vHuU5cKudcZdk8Zlva7zKyMj06q6YVThNuXBl3i8_O_3FevkWncJjKZd_v6Q0KMerQEQCmnEEn6OMmfy2OXVNnXKBEyRVYusNqIcaw6nNi8xSWy4NbRX8n8uRqroO4ZGNXByPgYGrK7hVuiNydQecL4Obbykpvwhq9THvVNEhNZqdP8UxSbT7kYUwSnLlDSD7cKJplky4NWFFhoZu7lbaGEfCO3pbOfHmcapJGWYectXpPQlEdOHRm9zsYJ64iQ6G3TUdbPeFJ1iqGwfo-Q16h49Z-t3AgxsUswqbOF_MPxOtI3SDLQuZR2CHpemsGooWTkY8EsTj9dTPF4Pq7T3jIpsozMouT3PiLtazoVARdIbxRT3ObzbcOnUzLjX8isitHFxYuv5GCrNyFlUtLU05pek_88OZu-2zZEIjmxI7sLq1SOQTUtd6eQeUtz2rxwHFSbC80DDw2FH8iU2ui4pchwA==&xkcb=SoBs-_M3QCnM6EgHvb0KbzkdCdPP&p=4&fvj=1&vjs=3,,"Bengaluru, Karnataka"
20,HR,Human Resources Manager,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BsN6efBcmgLAQdWmZ2Jmfae4sAoOro8aGXBfAZF0ueVCyRy-9zAyrvSbks1dDzNhr4maEIHeQ22_74UrXm5cqf3hPOaIIveAZQ-lxGpfW8Js5x9ivknsNZfQYGUH49TMhCJ1MC2ndfunJjLl0G2qTXqpZKUFeQGh5bnE7MKFLvAPSvQEuGjfaX5vnnUjDxY984Em1C3Dv7tvEONrXu4fPWd6PIG2PowvzGtgdo6LATSYp-E63xiuGQmq1QTDdWO7CehUfy930zCVuO_Ywt4uV-ZZqtJdy4-2ZfFPYc4S9QUlYDHnPfiXrx2dM2Mi9I3wYCYFvRHZ73vwZGmZNYhtXjB0axigkPSq9a3CtBiZIeIVGlULnnF1-zkS1OVdgj_dTZIs1SQL4oyUIWs2oXEGgySDhHMDZ8KTXOzuJy6Z8T3Lk_z7SkIZsFpwes5qUpvN3ufmWfBp10UIiUWp3yecwOfisY5IPnKoLHRdsOTtrXnSPwSIel9Pgh2uNLvAB7Vl0=&xkcb=SoDx-_M3QCnM6EgHvb0JbzkdCdPP&p=5&fvj=1&vjs=3,,"Haryana, Haryana"
21,HR,HR Manager,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B_8eJCZF_L3Y179t-q664_5IGrb4kYTXWxDRCceGgCD8h_kShjU9ef4OTkcsZZi2FVqxPFGBRv59f4srlbDXqviDWBzSWyRrlwGuQFe4jGJkfGoJgaeI1FaOB6pDULly39a2YxnXgU1THdbsgPC-OMj6HkUoKI6faX0-m3rW0nskhxNjEwRot68KX3nX4BLMIJH1syckMwbE4dfZ_xjBR0nNKeWNFCBqA6dpLbNzhUOL2koJX4Xo2pxME2pZHXVmj-Bcs9jA4SmNcsHzD01vtd5zVW0EVYzqq84xTqdkb0O-JPnpWzvE9FnMNu0VjrvT6tBKCMQQKUeb7BgLjgfM9mB9KYhI8s99M8G5-yYH50AcfqK5MjAB76YKPYvuMNegYHuQ6WWkAcjD_5gy6CBwvtiRPguzrErqEJDKuDNWSBV1VRyolA6kQsnREIjIyMgnZeKOWZ1GEGtkS5CVo-7BTY0Jc-fjKqpkJlHquGx2I_VO0a4EfUnh4X&xkcb=SoBF-_M3QCnM6EgHvb0IbzkdCdPP&p=6&fvj=1&vjs=3,,"Patancheru, Hyderabad, Telangana"
22,HR,Part Time HR,https://in.indeed.com/company/Immutly/jobs/Human-Resources-Specialist-d64c0d5a5daeb3e5?fccid=46190dfc6b4b6cec&vjs=3,,
23,HR,HR Generalist,https://in.indeed.com/company/BEAUTIFUL-CONCEPTS/jobs/Human-Resources-Generalist-1d080bb1bfae9d7c?fccid=6380c117886e449c&vjs=3,,Remote
24,HR,HR Internship,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AsdNbn4FVMv4hUp4k29S5aWiu17VBlxELlPuK89SbfuUERyKVzkqDP64u4-VmyyLeOwf5RUV1ADGh8CgI8Z1RLiiP6fAQKYkATnzIjIbRAZFIKf53_QSMgcp6geMZQdmtx-gesC0h6VjjbMlaboDKRv7fF_RjnpzkkbiNELw8KKpH3BPOAuERB__XOS8yH5mKC6Bu_Cq8oUKdOlyWIpTwZe7eGumYpn5gBe7EaVsPCuKPPg5lds2AC2Ptl_fJhTE2B2zeGOL3hvWW4l_tuKyZ_ArlX9EXelPQCiZDOF90gzoIi5LN0tzl9Z8xJwLCByy_uZomo4DmYrLQcwxRTbaX_mPCr93d6Qx2dVFsdlKrU0CkFyBi4rKSqH0IlfTeQ7Q5tdsEXqegKcPaPmZwwwlgg5uew-xw6xu5uOpP1XiLqzbA9ye2zyIAmIoZG09tHdUG5go0lnYh0kLTLzxKLomK3EtpLDvw8q47ga0cR-T0ClA4N4kkBnP8J&xkcb=SoDi-_M3QCnM6EgHvb0NbzkdCdPP&p=9&fvj=1&vjs=3,,"Indore, Madhya Pradesh"
25,HR,"Assistant Manager, Learning & Development, Deloitte Tech Academy- Hyderabad",https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DIXU_djF9v0NrX_xbLRwj6RWFeuMEgTY6VvwKgvleOVEMH6N8XB8ugTc3UeC9e-vI7QeteArYWw-XD9kBKypPgUpxeMnMhJiNKb5bZYSx3C1YTnjGbQ99R5BMh-ljrysHrLsiKqrQukTL-Hy4qH_lMm92wUL9iD2IDfgAtzVP4rz6imelgb138ReCXyysF3Ioe8iU4ISSYKLFXYzkI6YkzRct54wcMr9ftEHJhFYp-qHKlzJ1uaURaHMhYdGt0eSJpqIMu6F1Dv6nX6XmQEvYKAAOlUiuaPfTfeIVsn0fTt-Epf6OsMMrg97YpXpi68ZjLvqWJcBhJmYSayinncBQ4FWlAF0l1ZBWTM5weKzPYlF43F6E2jjL8wPjrnFwQf1cWjKmrlHI5ptJP0vBnpiTGGdwZLMimE8zBh8cN7AjVJpfPYYqlLJVbaDE7U6t3F2AsUTKWGaf4Hu3AA7ZQw4DXvLoU0sBe1R8osHAaOSSDohvDjCeG_wJl-ogtic7wMIRdFth_7ur7XRvmnPkqbqLAb5gEoyvOzbkfRprYpwxxXlRufLAFcjE_AUON0GzVM64I1FL756MUTUpznyUPOYmDoVRhg0Utu9ePMKdgp7oHeMz7naJMpux6yQoEO7eV-pkm-4VMfdVUZQ==&xkcb=SoCB-_M3QCnM6HAHvb0LbzkdCdPP&p=10&fvj=0&vjs=3,,"Hyderabad, Telangana"
26,HR,Executive - HR (Generalist),https://in.indeed.com/company/Skords/jobs/Human-Resources-Generalist-f0a97116741b4229?fccid=e85f28ba95404f04&vjs=3,,Remote
27,HR,HR Recruiter,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DSI3sRLYuA0VKOEToSi5NmZernPR9LZ15lmd9Itg6fjTmzEmztOIvO0dWztCrt4cqxS9q8FBxrQ_0F7f2va-DBDVZ8ck0NImf2xn2feUlE7GDnQrXhy7Qs0RNCwXMMnQ-KvrMRRyoOD6F6nV5yQSXCs_tz22sP1LqwX7_0D_vRblZFN8DKlsCz_dna14MWWhR-BI8PvapD0CZ7Mo6f8cdN_CgLjX_A4bhtJkI_jGZpr16V2RbiBmTxe2l0oqqzJYA5vd0bgu5a9Yuzws7Vx_EXaVvd7pWAbyfa_U94Ctn41K1_mI6Iv8SfjIVH2UHW5OYgRPkP-lY_NNJ0nTKJwvk8t6caYbv07I-p5oyxgqgzBGUauYF5mPbLojSUa8qbdHS-1mQIo2mho3qki5kHGq6ag-otPoDqKWfVQME1OPwcYSmejJ0wpBkUMbszWBzcYCip4-69I7Ok8lUQ4jSJ3xJYwUbRXOyYMddglRA1-h0nD3ZopjwtrOiI&xkcb=SoCo-_M3QCnM6HAHvb0JbzkdCdPP&p=12&fvj=1&vjs=3,,"New Delhi, Delhi"
28,HR,Human Resource Executive,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B1CItF82CYdgg-zXTvl5LXTXbdLS3sO1pE3r3nzl553eli7hC5mUkUo0yUdd626W9e8KIkH0gJPdRkNCtD_M-5U1TgH7kPF-0yOGYxabkY3lvYMXF5rxLCc4DA5kUiQnjGpTyMBimV3lDovdiG3KBfYPXd7senBMVzqQSae0qkKYvQ16oHYVRh3yBNgzmkbGHNp62n-pO_iCnJ0Rz_QjHFXkp0pdooGKNJydg399pKPgBbmJ-HWBAKr2ghuvG12XGzSLOTGm1KIXo2ufCk5jpuDARvtCWX9eD5qorFV_Dyrqv1RTgEpai6xAO-bPU6Nt-p8YztFh_aqVmx0bSph1j6U6TDIVzDAYLGCSdNqOjM2FTgDVj5Qkhr-p7pTSjBSbCmHwG7NKdjuEy0A6XJDy2EFHU7jkbzVfHntZIcIw4Wj8Kdsn_lJ6hYGdtM_nFryCzob0lwY33KPI5MGXoK1MeqGtBWL_qcrfJxxFXm6_gpOUA8u1MR3EpHZ0noTmvSCgY=&xkcb=SoAc-_M3QCnM6HAHvb0IbzkdCdPP&p=13&fvj=1&vjs=3,,
29,HR,HR Generalist,https://in.indeed.com/company/MANAH-Wellness/jobs/Human-Resources-Generalist-c26ba6b9775a8fa2?fccid=7a57c7b2bb8875c4&vjs=3,,
30,Advocate,Associate Advocate,https://in.indeed.com/company/Rahul-Malhotra-Advocate/jobs/Associate-Advocate-48620cadb4288fcd?fccid=d7721ad4dd1a88a1&vjs=3,,
31,Advocate,Junior Advocate,https://in.indeed.com/company/Nirvaana-Constructions-Co/jobs/Junior-Advocate-b3389aa64e714bbe?fccid=d3f6ee2f3677b828&vjs=3,,"Mumbai, Maharashtra"
32,Advocate,Advocate,https://in.indeed.com/company/Chambers-of-Prakkash-Rohira/jobs/Advocate-8ba7b14206bbe551?fccid=141c268c63d9a695&vjs=3,,
33,Advocate,Junior Advocate,https://in.indeed.com/company/BankDRT-Informatic-Services/jobs/Junior-Advocate-4b6687c603088113?fccid=26a40ee712afaeb0&vjs=3,,"Remote in Bengaluru, Karnataka"
34,Advocate,Advocate,https://in.indeed.com/company/Cityone-Group/jobs/Advocate-dbb051c9d2f3b4a5?fccid=f66de0f75ed01713&vjs=3,,
35,Advocate,Legal Assistant / Inhouse Advocate,https://in.indeed.com/company/Saratha-Techservices-Pvt-Ltd/jobs/Legal-Assistant-60ceee94df3f8da4?fccid=f75501b0d07b10af&vjs=3,,"Pune, Maharashtra"
36,Advocate,Freelance Advocates,https://in.indeed.com/company/Ralo-Associates/jobs/Freelance-Advocates-229b1620a55bcfe1?fccid=058f214e00391cdd&vjs=3,,"Delhi, Delhi"
37,Advocate,Junior Advocate,https://in.indeed.com/company/McGAN's-LAW-FIRM/jobs/Junior-Advocate-b4d8783296e5a7e2?fccid=ac301941755f9975&vjs=3,,"Chennai, Tamil Nadu"
38,Advocate,people advocate,https://in.indeed.com/rc/clk?jk=c39e922d62567f51&fccid=e400e5c3cec6a031&vjs=3,TaskUS,
